file,method,line,statements,flow_blocks,classification
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddAggregate.java,confirm,115,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddAggregate.java,currentValue,127,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddAggregate.java,entity,138,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddRuleAggregate.java,<init>,31,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddRuleAggregate.java,evaluate,43,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddRuleAggregate.java,ruleCode,54,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddRuleAggregate.java,factor,65,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddRuleAggregate.java,reason,76,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,<init>,50,4,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,open,68,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,draft,82,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,draft,98,6,1,flow_checked
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,restore,121,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,requiredPendingOperation,136,3,1,flow_checked
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,confirm,155,7,1,flow_checked
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,findOperation,177,2,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,id,189,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,currentValue,199,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,version,209,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddEntity.java,operationEntities,219,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddOperationEntity.java,<init>,38,4,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddOperationEntity.java,pending,56,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddOperationEntity.java,confirm,69,3,1,flow_checked
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddOperationEntity.java,pending,85,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddRuleEntity.java,<init>,27,4,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/entity/DddRuleEntity.java,evaluate,44,5,1,flow_checked
ddd-domain/src/main/java/com/ddd/domain/ddd/model/param/DddCalculateParam.java,<init>,24,2,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/param/DddRuleParam.java,<init>,24,4,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/param/DddWriteParam.java,<init>,22,2,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/value/DddIdValue.java,<init>,21,2,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/value/DddOperationIdValue.java,<init>,21,2,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/value/DddValue.java,<init>,19,2,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/value/DddValue.java,positive,32,3,1,flow_checked
ddd-domain/src/main/java/com/ddd/domain/ddd/model/value/DddValue.java,add,48,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/value/DddValue.java,multiply,59,3,1,flow_checked
ddd-domain/src/main/java/com/ddd/domain/ddd/service/DddCalculateDomainService.java,calculate,36,11,1,flow_checked
ddd-domain/src/main/java/com/ddd/domain/ddd/service/DddRuleDomainService.java,<init>,33,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/service/DddRuleDomainService.java,calculate,44,11,1,flow_checked
ddd-domain/src/main/java/com/ddd/domain/ddd/service/DddWriteDomainService.java,<init>,42,2,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/service/DddWriteDomainService.java,write,54,25,1,flow_checked
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddPO.java,getId,56,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddPO.java,setId,67,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddPO.java,getCurrentValue,78,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddPO.java,setCurrentValue,89,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddPO.java,getVersion,100,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddPO.java,setVersion,111,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddPO.java,getEntitiesJson,122,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddPO.java,setEntitiesJson,133,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddRulePO.java,getRuleCode,44,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddRulePO.java,setRuleCode,55,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddRulePO.java,getFactor,66,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddRulePO.java,setFactor,77,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddRulePO.java,getReason,88,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/mysql/pojo/DddRulePO.java,setReason,99,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/repository/DddRepositoryImpl.java,<init>,45,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/repository/DddRepositoryImpl.java,findById,57,12,1,flow_checked
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/repository/DddRepositoryImpl.java,save,87,6,1,flow_checked
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/repository/DddRepositoryImpl.java,toDddPO,110,8,1,flow_checked
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/repository/DddRepositoryImpl.java,writeOperationEntities,131,5,1,flow_checked
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/repository/DddRepositoryImpl.java,readOperationEntities,150,9,2,flow_checked
ddd-infrastructure/src/main/java/com/ddd/infrastructure/ddd/repository/DddRuleRepositoryImpl.java,getRequiredByRuleCode,31,5,1,flow_checked
ddd-infrastructure/src/main/java/com/ddd/infrastructure/exception/InfrastructureErrorCode.java,<init>,37,2,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/exception/InfrastructureErrorCode.java,code,49,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/exception/InfrastructureErrorCode.java,message,61,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/exception/InfrastructureException.java,<init>,20,1,0,single_operation_or_constructor_review
ddd-infrastructure/src/main/java/com/ddd/infrastructure/exception/InfrastructureException.java,<init>,32,1,0,single_operation_or_constructor_review
ddd-start/src/main/java/com/ddd/start/Application.java,main,23,1,0,single_operation_or_constructor_review
ddd-start/src/main/java/com/ddd/start/config/database/MybatisPlusConfiguration.java,mybatisPlusInterceptor,22,3,1,flow_checked
